Source: I.M. Tso, C.W. Lin & E.C. Yang. 2004. Colourful orb-weaving spiders, Nephila pilipes, through a bees eyes. The Journal of Experimental Biology. 207: 2631-2637.
Unit: Wavelength (micro-m), Reflectance (percentage)
>>>>>Begin Processed Spectral Data<<<
300	12.92
300.1	12.87
300.2	12.82
300.3	12.8
300.4	12.82
300.5	12.89
300.6	12.96
300.7	12.98
300.8	12.97
300.9	12.95
301	12.93
301.1	12.93
301.2	12.97
301.3	13.03
301.4	13.07
301.5	13.05
301.6	13
301.7	12.94
301.8	12.91
301.9	12.9
302	12.89
302.1	12.9
302.2	12.9
302.3	12.91
302.4	12.91
302.5	12.93
302.6	12.96
302.7	13.01
302.8	13.05
302.9	13.07
303	13.02
303.1	12.92
303.2	12.84
303.3	12.84
303.4	12.92
303.5	13.04
303.6	13.12
303.7	13.09
303.8	12.97
303.9	12.84
304	12.78
304.1	12.81
304.2	12.89
304.3	12.97
304.4	13
304.5	12.99
304.6	12.96
304.7	12.95
304.8	12.96
304.9	13
305	13.05
305.1	13.08
305.2	13.06
305.3	13.02
305.4	12.97
305.5	12.94
305.6	12.92
305.7	12.92
305.8	12.91
305.9	12.91
306	12.91
306.1	12.91
306.2	12.91
306.3	12.92
306.4	12.96
306.5	12.99
306.6	13
306.7	12.98
306.8	12.96
306.9	12.93
307	12.93
307.1	12.93
307.2	12.94
307.3	12.93
307.4	12.92
307.5	12.91
307.6	12.91
307.7	12.91
307.8	12.92
307.9	12.96
308	12.99
308.1	13.01
308.2	13.05
308.3	13.09
308.4	13.12
308.5	13.1
308.6	13.05
308.7	12.99
308.8	12.97
308.9	13
309	13.05
309.1	13.1
309.2	13.11
309.3	13.08
309.4	13.03
309.5	12.99
309.6	12.98
309.7	12.96
309.8	12.95
309.9	12.94
310	12.95
310.1	12.98
310.2	13.01
310.3	13.02
310.4	13.03
310.5	13.03
310.6	13.03
310.7	13.04
310.8	13.06
310.9	13.07
311	13.09
311.1	13.09
311.2	13.07
311.3	13.05
311.4	13.05
311.5	13.06
311.6	13.08
311.7	13.09
311.8	13.08
311.9	13.04
312	13
312.1	12.98
312.2	12.99
312.3	13.05
312.4	13.1
312.5	13.13
312.6	13.14
312.7	13.17
312.8	13.19
312.9	13.19
313	13.2
313.1	13.2
313.2	13.21
313.3	13.21
313.4	13.21
313.5	13.22
313.6	13.23
313.7	13.26
313.8	13.3
313.9	13.34
314	13.33
314.1	13.29
314.2	13.24
314.3	13.19
314.4	13.15
314.5	13.11
314.6	13.07
314.7	13.06
314.8	13.17
314.9	13.35
315	13.5
315.1	13.51
315.2	13.42
315.3	13.3
315.4	13.21
315.5	13.18
315.6	13.19
315.7	13.2
315.8	13.21
315.9	13.22
316	13.23
316.1	13.24
316.2	13.24
316.3	13.23
316.4	13.21
316.5	13.2
316.6	13.22
316.7	13.27
316.8	13.34
316.9	13.36
317	13.32
317.1	13.25
317.2	13.19
317.3	13.18
317.4	13.23
317.5	13.29
317.6	13.33
317.7	13.33
317.8	13.31
317.9	13.28
318	13.27
318.1	13.29
318.2	13.33
318.3	13.38
318.4	13.39
318.5	13.39
318.6	13.38
318.7	13.37
318.8	13.37
318.9	13.39
319	13.4
319.1	13.41
319.2	13.4
319.3	13.39
319.4	13.38
319.5	13.38
319.6	13.37
319.7	13.35
319.8	13.35
319.9	13.37
320	13.44
320.1	13.52
320.2	13.56
320.3	13.54
320.4	13.52
320.5	13.49
320.6	13.47
320.7	13.46
320.8	13.45
320.9	13.44
321	13.41
321.1	13.37
321.2	13.33
321.3	13.31
321.4	13.33
321.5	13.4
321.6	13.45
321.7	13.47
321.8	13.47
321.9	13.47
322	13.46
322.1	13.44
322.2	13.4
322.3	13.34
322.4	13.32
322.5	13.32
322.6	13.33
322.7	13.34
322.8	13.35
322.9	13.37
323	13.39
323.1	13.4
323.2	13.4
323.3	13.39
323.4	13.38
323.5	13.38
323.6	13.39
323.7	13.41
323.8	13.43
323.9	13.45
324	13.48
324.1	13.51
324.2	13.53
324.3	13.54
324.4	13.55
324.5	13.56
324.6	13.56
324.7	13.56
324.8	13.53
324.9	13.51
325	13.52
325.1	13.53
325.2	13.55
325.3	13.58
325.4	13.62
325.5	13.73
325.6	13.86
325.7	13.94
325.8	13.93
325.9	13.89
326	13.85
326.1	13.84
326.2	13.82
326.3	13.8
326.4	13.78
326.5	13.78
326.6	13.75
326.7	13.72
326.8	13.71
326.9	13.71
327	13.72
327.1	13.72
327.2	13.74
327.3	13.76
327.4	13.77
327.5	13.78
327.6	13.79
327.7	13.79
327.8	13.79
327.9	13.78
328	13.75
328.1	13.7
328.2	13.66
328.3	13.65
328.4	13.71
328.5	13.81
328.6	13.89
328.7	13.9
328.8	13.86
328.9	13.79
329	13.75
329.1	13.74
329.2	13.74
329.3	13.74
329.4	13.73
329.5	13.76
329.6	13.81
329.7	13.85
329.8	13.86
